"id","is_tv_subscriber","is_movie_package_subscriber","subscription_age","bill_avg","remaining_contract","service_failure_count","download_avg","upload_avg","download_over_limit","churn"
523481,1,0,2.13,22,0,0,8.4,0.9,0,1
523507,0,0,2.21,22,0,0,19.6,1.8,0,1
523523,1,0,2.91,20,0,0,19.9,1.7,0,1
523545,1,0,5.12,18,0,0,13.5,0.6,0,1
523550,1,1,5.6,21,0,0,48.5,3.1,0,1
523574,1,1,5.95,10,1.12,0,41.3,2.2,0,0
523609,0,0,5.95,21,1.55,1,25.6,1.9,0,0
523610,1,0,2.02,35,0,1,27.9,1.9,0,1
523619,1,0,1.36,21,0,0,12.4,5.2,0,1
523620,1,0,5.95,22,0.08,1,45.5,6,0,0
523640,1,0,2.12,22,0,0,20.5,1.5,0,1
523653,1,0,5.36,22,0,0,11.7,0.5,0,1
523663,1,1,5.95,21,0.44,1,26.7,8,0,0
523686,1,1,5.95,20,0.43,0,186.7,21,0,0
523801,1,1,5.95,20,1.96,0,24.3,1.6,0,0
523840,1,1,5.95,16,1.7,0,5.6,0.7,0,0
523842,1,0,0.22,21,0.05,0,0,0,0,1
523845,1,0,0.6,21,0,0,0,0,0,1
523856,1,0,3.8,15,0,0,1.1,0.1,3,1
523870,1,0,1.38,27,0,0,12.4,1.8,0,1
523905,1,0,2.34,12,0,0,2.5,0.2,0,1
523919,1,0,5.95,12,1.16,0,105.3,9.5,0,0
523958,0,0,2,24,0,0,5.6,0.4,0,1
523962,1,0,1.5,20,0,0,4,0.2,0,1
524002,0,0,5.95,24,0,1,55.8,2.6,0,0
524018,1,1,5.95,10,1.15,0,4.2,0.3,0,0
524031,1,0,3.87,21,0,0,35,1.4,0,1
524042,1,1,2.82,7,0,0,19.2,1,0,1
524049,1,0,6.75,39,0,0,61.8,2.6,0,1
524068,1,0,5.95,8,1.32,4,69.7,7,0,0
524150,0,0,0.55,20,0,0,0,0,0,1
524161,1,1,5.7,20,0,0,4.3,0.2,0,1
524192,0,0,0.13,23,0,0,0,0,0,1
524222,1,0,4.5,26,0,0,88.1,11.5,0,1
524244,1,1,5.95,15,1.3,1,63,4.7,0,0
524254,1,0,3.32,23,0,1,42.4,3.1,0,1
524317,1,0,5.95,21,1.79,0,103.5,3.4,0,0
524323,1,1,5.95,21,0.46,0,73.2,1.9,0,0
524327,1,0,1.97,22,0,0,0,0,0,1
524367,1,1,0.87,22,0,0,0,0,0,1
524380,1,0,5.95,21,0.19,0,46,4.7,0,0
524432,0,0,1.63,18,0,0,9.1,1.5,0,1
524454,1,0,3.12,24,0,0,15.2,1.6,0,1
524485,1,0,2.75,24,0,0,17.6,2.5,0,1
524501,1,0,5.95,26,1.72,0,28.7,2.4,0,0
524528,0,0,0.55,20,0,0,0,0,1,1
524539,1,1,5.95,9,1.74,0,8,0.5,2,0
524593,1,0,2.76,21,0,0,14.2,1,0,1
524595,1,0,1.97,22,0,0,4.1,0.2,0,1
524621,1,0,1.97,22,0,0,3,0.6,0,1
524638,1,0,0.48,19,0,0,0,0,0,1
524639,1,0,5.95,22,0.08,0,4.9,1.5,0,0
524650,1,0,4.39,16,0,0,35.8,1.4,0,1
524653,1,1,5.95,21,0.11,0,195.6,11.5,0,0
524691,1,0,5.95,21,0.21,0,35.6,17.9,0,0
524699,1,1,5.95,21,0.25,0,11.8,0.9,0,0
524703,1,0,0.92,17,0,0,0,0,0,1
524749,1,0,0.56,21,0,1,0,0,0,1
524752,1,1,5.95,15,1.62,0,1.4,0.1,0,0
524767,1,0,0.42,14,0,0,0,0,0,1
524784,0,0,3.42,20,0,0,40.9,2.6,0,1
524792,0,0,3.28,19,0,0,23.1,1.9,0,1
524795,1,0,2.03,21,0,1,19.7,1.3,0,1
524798,1,0,5.52,35,0,0,201.7,13.7,0,1
524813,1,0,5.95,20,0.99,0,29.2,4.2,0,0
524870,1,0,2.24,33,0,0,138.7,26.2,0,1
524898,1,0,5.95,22,1.93,1,19.8,2.2,0,0
524907,1,0,5.95,21,0.3,0,72.2,7.6,0,0
524918,1,1,1.99,40,0,5,93.9,8.2,0,1
524956,0,0,3.28,40,0,0,18,2,0,1
524991,1,0,2.58,24,0,1,20.8,2.4,0,1
524999,1,0,2.01,0,0,0,0,0,0,1
525005,0,0,3.08,22,0,1,8.3,0.6,0,1
525006,1,0,5.95,22,1.09,0,34.9,2.3,0,0
525048,1,1,5.95,21,0.13,0,27.7,4.2,0,0
525102,1,0,0.67,16,0,0,0,0,0,1
525104,1,0,1.97,20,0,0,3.8,0.3,0,1
525126,1,1,5.95,21,0.44,0,33,1.3,0,0
525153,1,0,3.13,25,0,0,4.6,0.4,0,1
525164,1,1,2.72,20,0,0,1.4,0.1,0,1
525191,1,0,3.17,20,0,0,15.3,0.8,0,1
525208,1,0,0.98,16,0,1,0,0,0,1
525210,1,1,2.19,21,0,0,9.2,0.6,0,1
525248,1,0,2.02,21,0,3,6.7,1.3,0,1
525254,1,0,5.95,22,1.97,0,36.3,2.9,0,0
525302,1,0,2.96,18,0,1,19.2,3.7,0,1
525336,1,1,5.95,38,0.76,0,95.3,3.7,0,0
525376,1,1,4.22,32,0,0,14,4.5,0,1
525386,1,0,5.95,22,0.1,0,72.5,10.8,0,0
525406,1,1,3.85,21,0,1,56.8,2.9,0,1
525410,0,0,0.52,20,0,2,0,0,0,1
525421,1,1,5.95,22,0.05,0,57.5,6.3,0,0
525427,1,1,5.95,23,0.05,0,148,19.1,0,0
525449,1,1,5.95,10,1.2,1,33.7,1.2,0,0
525459,0,0,5.56,25,0,0,41.9,2.3,0,1
525483,1,1,3.21,34,0,2,45.2,10.5,0,1
525500,1,0,2.68,21,0,0,2.5,0.7,0,1
525501,1,0,5.56,18,0,0,96.6,5.9,0,1
525523,1,0,2.05,22,0,0,14.9,1.3,0,1
525550,1,0,5.94,20,1.22,0,43.7,4.6,0,0
525563,1,0,0.63,22,0,0,0,0,0,1
525581,1,0,2.18,35,0,0,43.6,2.5,0,1
525607,1,0,5.94,21,0.13,1,96.6,26.2,0,0
525616,1,0,1.64,22,0,0,3.7,0.3,0,1
525643,1,0,1.34,18,0,0,13.7,0.5,0,1
525668,1,0,1.67,34,0,1,7.7,0.5,0,1
525708,1,1,6.81,11,1.3,0,77.1,5.6,0,1
525739,1,0,2.33,20,0,1,8.6,0.4,0,1
525753,1,0,1.98,23,0,0,19,2.7,0,1
525791,1,0,5.94,22,0.94,0,58.2,4.3,0,0
525829,1,0,1.47,23,0,1,6.2,0.4,0,1
525830,1,0,4.86,20,0,0,22.7,6.5,0,1
525839,1,0,2.17,40,0,0,42.3,4.1,0,1
525910,0,0,2.17,27,0,0,57.2,4.3,0,1
525962,1,0,5.94,26,1.26,0,18.8,0.4,0,0
525983,0,0,0.66,21,0,0,0,0,0,1
526001,1,0,2.75,20,0,1,24.2,0.8,0,1
526003,1,0,2.12,24,0,0,15.8,3.2,0,1
526014,1,1,5.94,20,1.5,0,37.9,2.9,0,0
526054,1,1,5.94,22,1.95,0,95,6.4,0,0
526070,1,0,1.38,15,0,0,0,0,0,1
526085,1,0,2.08,23,0,0,9.1,0.5,0,1
526104,1,0,3.22,9,0,0,0,0,0,1
526105,1,0,2.22,19,0,0,7.7,0.9,0,1
526109,0,0,2.88,56,0,0,112.3,6.9,0,1
526174,1,0,5.94,24,0,1,64.5,5.3,0,0
526191,1,0,5,19,0,0,19,2.6,0,1
526192,1,0,2.83,20,0,0,4,0.3,3,1
526277,1,1,5.94,17,1.94,0,221.7,18.1,0,0
526281,1,1,5.94,15,1.39,0,70.4,6.3,0,0
526286,1,1,5.94,14,0.13,0,60.9,4.4,0,0
526300,1,0,5.94,47,1.97,0,109.1,8.3,0,0
526380,1,0,5.94,20,1.58,2,148.4,8.1,0,0
526381,1,0,1.38,18,0,0,0,0,0,1
526385,1,0,4.64,17,0,0,81.7,3.2,0,1
526423,1,0,2.35,13,0,0,12.7,2.4,0,1
526455,1,0,2.06,23,0,0,25.5,0.9,0,1
526475,1,0,2.1,21,0,0,9.6,0.5,0,1
526524,1,0,1.97,17,0,0,0,0,0,1
526532,1,0,2.03,21,0,2,24.1,3.4,0,1
526536,1,0,1.52,20,0,0,4.3,0.5,0,1
526624,1,0,2.09,18,0,0,2.5,0.3,0,1
526673,0,0,0.49,23,0,2,0,0,0,1
526679,1,0,2.22,19,0,0,4.1,0.3,0,1
526682,1,1,2.02,21,0,0,7.1,0.5,0,1
526712,1,0,5.94,22,1.01,0,6.5,0.4,0,0
526766,1,0,5.94,24,1.54,0,34.9,4.4,0,0
526775,0,0,1.3,32,0,0,0,0,0,1
526818,0,0,2.12,28,0,0,0.9,0.2,0,1
526832,0,0,1.79,0,0,0,0,0,0,1
526840,1,1,5.94,10,1.4,0,88.7,6.9,0,0
526841,1,0,2.98,24,0,1,5.3,0.5,0,1
526851,1,0,0.86,21,0,0,0,0,0,1
526873,1,0,2.14,33,0,5,55.6,7,0,1
526914,1,0,1.3,18,0,0,0,0,0,1
526915,1,0,5.94,12,0.87,0,23.9,1.9,0,0
526916,1,1,5.94,15,1.24,0,70.9,3.5,0,0
526942,1,1,5.94,12,0.38,0,99.8,7.2,0,0
526947,0,0,0.61,22,0,1,0,0,0,1
526966,1,0,6.46,23,0,1,259,14.2,0,1
526974,1,0,2.37,19,0,0,20.9,0.6,0,1
526983,1,1,2.47,0,0,0,0,0,0,1
527008,1,1,0.93,35,0,0,0,0,0,1
527083,1,0,2.18,21,0,0,0.5,0,0,1
527088,0,0,2.68,24,0,0,51.7,3.8,0,1
527104,1,0,2.13,18,0,0,3,0.2,0,1
527108,1,0,0.64,18,0,0,0,0,0,1
527155,0,0,1.65,23,0,0,14.6,0.7,0,1
527205,1,0,5.93,21,0.58,1,87,4.9,0,0
527273,0,0,5.91,33,0,1,95,6.9,0,1
527278,1,0,0.56,0,0,0,0,0,7,1
527279,1,1,5.93,17,1.93,0,25.4,1.4,0,0
527280,1,1,5.93,23,1.97,1,56.4,5.9,0,0
527292,1,1,5.93,12,0.54,1,86.2,12.9,0,0
527326,1,0,5.93,21,0.21,6,42.1,2.7,0,0
527353,0,0,2.29,38,0,0,44.5,2.6,0,1
527360,1,0,0.58,35,0,8,0,0,0,1
527364,1,0,3.53,23,0,0,2.1,0.2,0,1
527429,0,0,1.02,0,0,0,0,0,3,1
527432,1,0,0.53,21,0,1,0,0,0,1
527459,0,0,0.53,21,0,0,0,0,0,1
527512,0,0,3.01,21,0,0,94,33.9,0,1
527568,0,0,1.93,21,0,1,8.2,1.4,0,1
527605,1,0,4.82,25,0,0,127.6,11,0,1
527656,0,0,1.09,21,0,0,0,0,0,1
527667,1,0,1.86,22,0,1,22.9,2.7,0,1
527705,0,0,3.93,8,0,0,0.3,0,0,1
527720,1,0,2.31,23,0,0,2.7,0.2,0,1
527750,1,1,5.93,10,1.08,0,147,9.3,0,0
527782,1,0,0.96,22,0,0,0,0,0,1
527788,0,0,0.47,0,0,0,0,0,6,1
527790,1,0,1.46,23,0,0,0,0,0,1
527804,1,0,6.18,16,1.75,0,29.4,2.4,0,1
527879,1,0,4.69,33,0,1,158.6,21.5,0,1
527917,1,0,4.69,22,0,1,43.6,1.6,0,1
527928,1,1,5.93,15,1.19,0,58.8,4.4,0,0
527931,1,1,1.77,44,0,0,11.9,0.8,0,1
527947,0,0,0.72,21,0,0,0,0,0,1
527971,0,0,2.4,23,0,0,0.5,0,0,1
527987,1,1,3.91,21,0,0,4.8,1.9,0,1
528001,0,0,0.75,21,0,8,0,0,0,1
528015,1,1,5.93,15,1.2,0,73.2,2.8,0,0
528047,1,0,5.93,19,1.58,1,48.4,2.9,0,0
528069,1,0,2.98,18,0,0,47.6,6.3,0,1
528088,1,0,3.82,21,0,0,0,0,0,1
528119,1,0,3.95,10,0,0,0.5,0.1,0,1
528133,0,0,1.01,21,0,2,0,0,0,1
528142,1,0,5.93,21,0.28,0,18.6,1.6,0,0
528145,1,0,1.99,23,0,0,6,0.6,0,1
528148,1,0,4.09,23,0,0,132.2,9.2,0,1
528155,1,0,1.35,21,0,1,0.2,0,0,1
528157,1,1,5.93,12,0.23,0,80.9,2.4,0,0
528184,1,1,5.93,10,1.18,0,57.2,4.7,0,0
528210,1,1,5.93,26,0.4,0,25,2.3,0,0
528232,1,0,3.09,21,0,0,4.8,0.3,0,1
528266,1,0,3.79,24,0,0,14.8,0.9,0,1
528278,1,0,6.16,10,0.31,0,160.8,13.6,0,1
528324,0,0,4.07,20,0,2,4.2,0.2,2,1
528383,1,0,0.96,22,0,1,0,0,0,1
528428,1,0,5.1,17,0,1,1,0.2,0,1
528431,1,1,0.64,18,0,0,0,0,0,1
528461,1,1,0.81,23,0,0,0,0,0,1
528489,1,0,6.49,18,0,0,19.2,2.5,0,1
528533,1,1,5.93,10,1.66,0,137.8,4.6,1,0
528541,1,0,2.5,15,0,0,83.5,8.6,0,1
528549,1,0,5.93,21,1.67,0,6.6,0.6,0,0
528579,1,0,5.93,20,0.99,0,25.1,1.5,0,0
528586,1,0,2.24,20,0,0,13,1,0,1
528637,1,0,5.93,30,0,0,43.2,1.9,1,0
528671,1,0,1.09,21,0,0,0,0,0,1
528679,1,0,1.92,21,0,0,11.4,0.8,0,1
528702,1,0,4.16,12,0,1,126.9,22.7,0,1
528704,0,0,0.64,23,0,0,0,0,0,1
528760,1,0,1.1,21,0,0,0,0,0,1
528782,1,0,2.08,20,0,0,8.5,1,0,1
528788,0,0,0.6,22,0,0,0,0,0,1
528790,1,1,5.93,20,0.31,0,155.5,9.9,0,0
528793,1,1,5.93,19,1.32,1,84.3,4.6,0,0
528835,1,0,1.46,19,0,0,1.3,0.1,0,1
528861,1,0,3.61,26,0,1,47.3,2.7,0,1
528867,1,0,1.75,17,0,0,3.1,0.5,2,1
528872,1,0,1.97,23,0,0,5,0.6,0,1
528874,1,0,2.61,24,0,0,6.2,0.5,0,1
528883,1,1,1.08,18,0,0,0,0,0,1
528950,1,0,2.58,24,0,1,15.3,1.7,0,1
528954,0,0,2.21,16,0,0,46.7,11.6,0,1
528967,1,0,3.36,20,0,0,10.4,0.4,0,1
528986,1,1,3.48,26,0,2,20.5,2,0,1
529055,0,0,0.79,22,0,0,0,0,0,1
529057,1,0,5.33,21,0,0,0,0,0,1
529081,1,1,5.93,16,1.69,0,12.2,2,0,0
529102,1,1,5.93,21,0.43,1,78.7,4.4,0,0
529115,1,0,5.93,8,1.07,0,70.3,8,0,0
529127,1,0,0.09,14,0.02,0,0,0,0,1
529146,1,1,5.51,17,0,0,66.4,3.6,0,1
529175,1,0,5.93,24,0,0,56.2,6.4,0,0
529268,1,1,1.71,16,0,0,0,0,0,1
529351,0,0,0.79,18,0,0,0,0,0,1
529353,0,0,5.93,24,0,0,46.2,9.3,0,0
529480,0,0,0.54,21,0,1,0,0,0,1
529492,1,1,5.93,15,1.3,0,124.5,7.9,0,0
529511,1,0,5.93,22,0.11,0,195.1,12.9,0,0
529512,0,0,0.49,20,0,1,0,0,0,1
529558,0,0,2.02,0,0,0,1.9,0.2,6,1
529584,1,0,5.93,22,0.02,0,198.3,11.9,0,0
529650,1,0,2.98,18,0,0,50.8,34.9,0,1
529679,1,0,2.57,20,0,0,1.4,0.2,0,1
529681,1,1,0.41,13,0,1,0,0,0,1
529710,1,0,5.93,22,0,0,125.3,6.2,0,0
529824,1,1,4.25,34,0,0,115.4,24.3,0,1
529838,0,0,4.64,26,0,1,14.1,0.5,0,1
529905,0,0,1.09,21,0,0,5.2,0.4,0,1
529928,1,0,1.6,21,0,0,11.2,0.5,0,1
530034,0,0,2.04,15,0,0,10.6,1.1,0,1
530070,1,0,5.93,22,1.44,0,30.9,2.4,0,0
530132,0,0,2.36,37,0,0,16,1,0,1
530182,1,0,1.84,21,0,0,13.6,0.8,0,1
530250,1,1,0.4,19,0,0,0,0,0,1
530270,1,0,2.36,18,0,1,2.7,0.2,0,1
530296,1,0,5.93,24,0,0,4.8,0.6,0,0
530319,0,0,1.8,23,0,0,3.1,0.2,0,1
530365,1,1,6.65,12,1.7,0,0,0,0,1
530388,1,0,5.93,12,0.76,0,27.2,2.7,0,0
530411,1,0,5.16,24,0,0,32.4,1.8,0,1
530442,0,0,1.56,24,0,0,8.4,1.1,0,1
530459,1,0,1.97,24,0,0,23.5,1.3,0,1
530467,1,0,1.63,24,0,0,38.4,3.2,0,1
530488,1,1,5.93,28,0.49,0,43.3,2.2,0,0
530495,1,0,2.6,24,0,0,0.3,0.1,0,1
530518,0,0,0.52,0,0,0,0,0,1,1
530531,1,0,0.8,23,0,0,0,0,0,1
530550,1,0,0.36,20,0,0,0,0,0,1
530562,1,0,5.93,21,0.47,0,8.9,1,0,0
530606,1,1,5.77,26,0,0,19.6,1.1,0,1
530622,1,1,5.93,21,0.47,0,36.5,2.9,0,0
530667,1,0,2.53,18,0,0,16.8,1,0,1
530695,1,1,5.93,12,0.32,0,64.6,11.2,0,0
530719,1,0,4.02,26,0,0,24.8,1.5,0,1
530722,1,0,5.93,20,0.98,0,69.8,5,0,0
530727,1,0,1.03,22,0,0,0,0,0,1
530737,1,0,2.37,23,0,0,3,0.3,0,1
530742,1,0,5.93,21,0.24,3,30.7,2,0,0
530743,1,0,5.93,23,0,1,65.7,9.8,0,0
530749,0,0,0.72,23,0,0,0,0,0,1
530754,1,0,4.85,13,0,0,33.9,1.9,0,1
530756,1,0,3.51,26,0,2,10.7,0.5,0,1
530795,1,1,1.07,24,0,0,0,0,0,1
530802,1,0,0.63,19,0,0,0,0,0,1
530859,1,0,5.93,20,0.87,0,47.7,2.9,0,0
530862,0,0,0.57,21,0,0,0,0,0,1
530882,1,0,3.64,23,0,0,7.8,0.5,0,1
530928,0,0,0.59,22,0,0,0,0,0,1
530932,1,0,2.23,24,0,0,3.8,0.3,0,1
530939,1,0,2.23,24,0,0,29.4,2,0,1
531018,1,0,5.93,22,0.07,0,9.2,0.7,0,0
531036,1,0,2.04,23,0,0,4,0.3,0,1
531060,1,1,5.93,21,0.41,0,39.9,1.6,0,0
531075,1,0,1.99,21,0,0,0.5,0,0,1
531180,1,0,3.21,25,0,0,61.7,12.2,0,1
531200,1,0,2.06,23,0,0,0,0,0,1
531205,1,0,3.15,0,0,0,0,0,0,1
531212,1,0,5.52,21,0,0,93.5,11.5,0,1
531258,0,0,0.01,0,1.23,0,0,0,0,1
531278,1,0,0.9,21,0,0,2.8,0.6,0,1
531289,1,1,5.92,10,1.1,0,106.9,11.6,0,0
531292,1,0,1.08,17,0,0,0,0,0,1
531337,1,1,5.92,13,1.43,0,133,5.8,0,0
531338,0,0,0.16,15,0.02,0,0,0,0,1
531361,1,1,5.92,18,1.73,0,3.8,0.3,0,0
531366,1,1,5.92,21,1.01,2,9.1,2.4,0,0
531400,0,0,0.94,21,0,0,0,0,0,1
531412,0,0,6.55,0,0,0,0,0,0,1
531433,1,0,0.61,25,0,1,0,0,0,1
531494,1,0,5.92,22,1.05,0,43.2,2.4,0,0
531632,0,0,2.03,22,0,1,3.4,0.3,0,1
531666,1,0,2.89,24,0,0,0.6,0.1,0,1
531679,1,0,3.39,16,0,0,2.4,0.6,0,1
531684,1,1,5.92,22,0.07,1,122.8,9.2,0,0
531689,1,0,1.97,24,0,0,8.4,1.2,0,1
531709,1,0,0.63,18,0,0,0,0,0,1
531772,1,0,1.72,23,0,0,3.2,0.3,0,1
531781,1,0,2.66,21,0,0,33.5,2.8,0,1
531832,0,0,0.27,18,0,2,0,0,0,1
531847,1,1,5.92,21,0.13,0,23.2,1.6,0,0
531860,0,0,0.63,18,0,0,0,0,0,1
531886,1,0,1.78,22,0,0,5.5,0.3,0,1
531890,0,0,5.33,12,0,0,1.6,0.1,3,1
531893,0,0,0.04,6,0,0,0,0,0,1
531970,1,0,0.67,21,0,0,0,0,0,1
531975,1,1,5.92,15,1.25,0,36.6,1.2,0,0
531994,0,0,0.3,21,0,0,0,0,0,1
532029,0,0,1.97,0,0,0,2.6,0.1,4,1
532031,1,0,3.2,24,0,0,17.8,1.7,0,1
532067,1,0,2.2,19,0,0,8.6,0.9,0,1
532087,1,0,2.42,21,0,0,0,0,0,1
532118,0,0,4.15,20,0,0,44.8,3.4,0,1
532133,0,0,1.19,20,0,0,5.6,0.4,5,1
532166,1,0,1.98,16,0,0,10.8,0.6,0,1
532237,1,0,5.92,20,1.05,0,12.4,1.2,0,0
532250,1,0,6.4,0,0,0,0,0,0,1
532259,1,0,3.02,24,0,0,10.2,0.6,0,1
532262,1,0,0.91,21,0,0,0,0,0,1
532340,1,0,4.39,13,0,0,0.2,0,0,1
532367,1,0,2.86,24,0,0,22.9,3.6,0,1
532380,1,0,2.56,14,0,0,1.8,0.1,0,1
532397,1,0,5.92,21,0.21,0,14.8,1.4,0,0
532415,1,0,1.67,21,0,0,4.3,0.4,0,1
532515,1,0,0.78,16,0,0,0,0,0,1
532537,1,1,2.2,18,0,1,17.1,1.8,0,1
532576,1,0,3.41,10,0,0,0,0,0,1
532582,0,0,2.3,14,0,2,57.7,19.2,0,1
532610,1,1,3.44,25,0,1,29.4,2.3,0,1
532703,1,0,4.53,24,0,0,30,1.5,0,1
532724,1,1,5.92,22,0.06,0,33.5,3,0,0
532730,1,1,5.92,22,0.9,0,36.8,5.1,0,0
532756,1,1,5.92,21,0.1,0,32.1,2.3,0,0
532786,1,1,5.92,20,0.19,0,126.1,6.8,0,0
532809,1,0,5.92,20,1.66,0,3.4,21.1,0,0
532821,1,0,5.79,23,0,0,9.6,0.5,0,1
532833,0,0,2.08,21,0,0,17.1,4,0,1
532864,1,0,5.92,22,1.96,0,91.9,6.7,0,0
532872,1,0,3.97,22,0,0,6.8,1.9,0,1
532885,1,0,5.92,24,0,0,13.7,1.8,0,0
532901,1,1,4.1,26,0,0,11.7,0.9,0,1
532921,1,0,1.87,23,0,1,25.7,1.3,0,1
532937,1,0,3,21,0,0,20.2,1.9,0,1
532944,1,0,2.76,24,0,0,12.8,0.7,0,1
532949,1,0,1.97,23,0,0,21.2,1.4,0,1
532957,1,0,5.92,25,0.1,0,22,16.5,0,0
532974,1,1,1.27,22,0,0,0,0,0,1
532977,1,0,0.46,21,0,0,0,0,0,1
532981,1,0,2,19,0,0,19.7,1.4,0,1
532988,1,0,2.01,22,0,0,3.7,0.4,0,1
533039,1,0,2.1,22,0,0,12.3,1.5,0,1
533053,1,0,5.92,25,0.21,2,13.3,2.7,0,0
533079,0,0,0.65,42,0,0,0,0,0,1
533081,1,0,4.74,20,0,0,26.7,5.4,0,1
533087,1,0,3.48,20,0,0,36.8,2.2,0,1
533105,1,0,3.61,32,0,0,75.6,10,0,1
533127,0,0,0.52,17,0,0,0,0,0,1
533139,0,0,5.99,21,0,0,12.7,0.7,0,1
533172,1,0,3.94,19,0,1,24.5,2.2,0,1
533207,1,0,5.92,22,0.01,0,66.2,5.9,0,0
533208,1,1,5.92,12,0.13,0,174.9,19.1,0,0
533355,0,0,1.28,14,0,1,11.8,1.4,0,1
533377,1,0,4.77,22,0,0,116.7,13.8,0,1
533476,1,0,5.92,21,0.48,2,110.3,6.6,0,0
533496,1,1,5.92,21,0.42,0,49.5,7,0,0
533504,1,1,5.92,14,1.44,0,49.4,2.9,0,0
533508,1,0,1.1,22,0,0,0,0,0,1
533520,1,1,0.58,21,0,1,0,0,0,1
533558,1,0,5.92,22,1.44,1,44.7,1.6,0,0
533615,0,0,1.99,21,0,0,34.3,2.4,0,1
533621,1,0,3.14,1,0,0,0,0,0,1
533669,1,1,2.93,12,0,0,3.8,0.6,0,1
533670,1,0,1.98,20,0,1,4.4,0.4,0,1
533686,1,1,5.92,22,0.03,0,18.6,1.4,0,0
533710,1,0,2.2,21,0,0,2.7,0.3,0,1
533777,1,0,2.2,39,0,1,45.7,6.5,0,1
533779,1,0,0.93,14,0,0,0,0,0,1
533791,1,0,0.72,18,0,0,0,0,0,1
533830,1,0,1.88,19,0,0,6.4,2,0,1
533833,1,0,3.04,24,0,0,30.4,1.3,0,1
533861,1,0,2.04,0,0,1,1.8,0.1,6,1
533883,1,0,2.98,24,0,2,6.1,0.4,0,1
533901,1,0,2.59,24,0,1,13.3,1.5,0,1
533922,1,1,4.51,21,0,0,56.8,3.2,0,1
533946,1,0,0.31,17,0.01,3,0,0,0,1
533951,1,0,4.04,26,0,0,55.9,1.9,0,1
533965,1,1,5.91,22,1.96,0,7.3,1.2,0,0
533995,1,1,0.31,22,0.02,0,0,0,1,1
534015,1,0,1.52,0,0,0,0,0,0,1
534053,1,0,2.33,22,0,0,8.4,0.7,0,1
534077,1,1,2.67,24,0,0,12.8,1.5,0,1
534101,1,0,5.91,21,0.39,0,62.1,3.7,0,0
534154,1,0,1.59,22,0,0,21.3,1.9,0,1
534169,1,0,0.16,15,0.01,0,0,0,0,1
534173,1,0,5.08,21,0,0,77.2,8.2,0,1
534206,1,0,2.26,22,0,0,9,0.6,0,1
534221,1,0,5.68,24,0,0,47.2,4.3,0,1
534239,0,0,1.35,19,0,0,0,0,0,1
534240,1,1,5.91,25,0.07,0,35.6,3.9,0,0
534246,1,0,4.05,21,0,0,26.9,2.2,0,1
534276,1,0,3.06,22,0,2,55.2,8.2,0,1
534297,1,1,1.95,24,0,0,4.6,0.2,0,1
534304,1,0,5.91,22,0.09,0,143.7,7.8,0,0
534323,0,0,1.19,19,0,0,0,0,0,1
534337,1,1,5.91,14,1.57,2,71.9,3.9,0,0
534390,0,0,1.86,15,0,1,13.2,1.4,0,1
534404,0,0,1.69,0,0,0,0,0,0,1
534419,1,1,5.91,10,1.13,1,10.4,0.6,0,0
534447,1,0,1.98,21,0,0,3.8,0.2,0,1
534450,0,0,3.96,17,0,0,19.8,0.7,0,1
534496,0,0,2.31,75,0,1,124.6,10.9,0,1
534501,0,0,1.77,16,0,0,0,0,0,1
534516,1,1,2.03,23,0,0,2.1,0.2,0,1
534520,1,0,0.48,15,0,0,0,0,0,1
534521,1,1,5.91,21,0.26,0,15.4,1.5,0,0
534582,1,0,3.16,22,0,0,17.3,1.8,0,1
534583,1,1,5.91,19,1.53,0,71.5,3.9,2,0
534601,1,0,1.81,0,0,1,32.7,44.6,1,1
534625,1,1,1.27,19,0,0,0,0,0,1
534644,1,1,2.01,22,0,0,17.4,1.5,0,1
534674,1,0,3.41,22,0,4,30,1.2,0,1
534682,0,0,3.14,14,0,0,34.1,1.8,0,1
534710,0,0,1.52,19,0,0,0.2,0,0,1
534715,1,1,5.91,28,1.97,0,99.9,7.7,0,0
534744,1,1,5.91,16,1.57,0,116.2,11,0,0
534769,1,0,5.91,22,1.22,1,5.2,0.6,0,0
534814,1,0,6.23,18,1.11,0,34.7,3.4,0,1
534852,1,0,1.91,21,0,0,0.8,0,0,1
534855,1,0,3.01,22,0,0,13.2,1.2,0,1
534876,1,0,2.28,40,0,0,73.3,3.7,0,1
534910,1,1,5.91,25,0.05,0,40.5,3.8,0,0
534913,1,0,2.85,24,0,0,8.4,2.5,0,1
534928,1,0,0.64,21,0,0,0,0,0,1
534936,1,1,3.74,13,0,0,138.3,7.9,0,1
534959,1,0,5.91,21,0.12,0,39.8,3.6,0,0
534970,1,1,0.21,27,0,0,0,0,0,1
535018,0,0,1.97,21,0,0,17.7,1.2,0,1
535037,1,0,3.77,18,0,0,47.1,2.8,0,1
535089,1,0,2.3,0,0,0,4.1,0.4,6,1
535107,1,1,0.73,21,0,0,0,0,0,1
535123,1,0,2.76,24,0,0,26.5,1.7,0,1
535202,1,1,5.91,10,1.2,1,29.7,4.7,0,0
535207,1,0,5.04,24,0,2,54.9,3.2,0,1
535212,1,0,0.71,16,0,0,0,0,0,1
535232,1,0,4.36,18,0,0,0.6,0,0,1
535248,0,0,1.39,21,0,0,2.2,0.2,0,1
535290,0,0,0.6,22,0,0,0,0,0,1
535313,1,0,1.98,21,0,0,3.9,0.7,0,1
