"class","Response_rate","Responses","Mean_evaluation_score","Standard_deviation","Skewness","Kurtosis","Class_level","Response_level","Subset","Evaluation_level","Eval_test","SD_test","Skew_test","Kurt_test"
21,0.266313132041581,6,4.66666666666667,0.516397779494322,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
33,0.336533700290121,11,4.72727272727273,0.467099366496914,-1.02062072615966,2.04166666666667,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
33,0.25437420981838,8,4.25,0.462910049886276,1.15470053837925,2.33333333333333,"Medium","Low",40,"High",TRUE,FALSE,FALSE,FALSE
31,0.337648068691877,10,4.3,0.674948557710553,-0.365675149787955,2.29446757882213,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
28,0.310032313534473,9,4.66666666666667,0.5,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
24,0.296130756694705,7,3.71428571428571,1.70433620649269,-0.614455719042667,1.70773985487772,"Medium","Low",16,"Medium",TRUE,FALSE,TRUE,FALSE
33,0.281194986272904,9,4.77777777777778,0.440958551844098,-1.33630620956212,2.78571428571428,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
34,0.382883975678076,13,2.69230769230769,0.947330933431342,0.0325988069680992,2.03551020408163,"Medium","Low",4,"Low",TRUE,FALSE,TRUE,FALSE
36,0.330720516121073,12,4.66666666666667,0.492365963917331,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
23,0.247580899647668,6,4.16666666666667,1.16904519445001,-1.15797130766186,3.01784651992862,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
25,0.386060350345065,10,4.7,0.483045891539648,-0.872871560943971,1.76190476190476,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
30,0.312967723451185,9,3.77777777777778,1.48136573621926,-0.823754251209806,2.30179458420125,"Medium","Low",16,"Medium",TRUE,TRUE,TRUE,FALSE
24,0.386680837766704,9,4.11111111111111,0.781735959970572,-0.178165794523222,1.85330578512397,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
33,0.24443493208701,8,4.75,0.462910049886276,-1.15470053837925,2.33333333333333,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
34,0.354335185538435,12,3.83333333333333,1.11464085804543,-1.31033595340684,4.55978584176086,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
37,0.342902036279596,13,4.15384615384615,0.800640769025436,-0.270000000000001,1.732,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
39,0.1,4,3.5,1.29099444873581,0,1.64,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
27,0.361470252484142,10,3.6,1.07496769977314,-0.27154541788364,1.95562130177515,"Medium","Low",28,"Medium",TRUE,TRUE,TRUE,FALSE
37,0.387088507358775,14,4.71428571428571,0.468807230938495,-0.948683298050515,1.9,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
25,0.296988989288002,7,4.71428571428571,0.487950036474267,-0.948683298050515,1.9,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
36,0.202091061234806,7,4.14285714285714,0.899735410842437,-0.272380105814574,1.49307958477509,"Medium","Low",16,"High",TRUE,TRUE,FALSE,FALSE
30,0.204624198510241,6,3.5,1.37840487520902,0,1.35457063711911,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
30,0.239576154482923,7,3.14285714285714,1.21498579258791,0.319548706645641,1.61446409989594,"Medium","Low",16,"Low",TRUE,TRUE,TRUE,FALSE
35,0.283861109536323,10,4.7,0.483045891539648,-0.872871560943971,1.76190476190476,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
31,0.3821346253815,12,3.91666666666667,0.996204919895622,-0.409507092206013,2.12697395256687,"Medium","Low",28,"Medium",TRUE,TRUE,TRUE,FALSE
30,0.255299875771133,8,4.125,0.640869944461656,-0.0543950645366282,2.68620037807183,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
24,0.325856112391312,8,3.875,0.83452296039628,0.221715905268582,1.67061143984221,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
34,0.356975346177416,12,4.33333333333333,0.65133894727893,-0.381801774160605,2.3265306122449,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
25,0.3068918427276,8,4.75,0.462910049886276,-1.15470053837925,2.33333333333333,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
35,0.379246166075391,13,3.92307692307692,0.862316498502576,0.1440739692753,1.47116527942925,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
38,0.331369390585974,13,3.69230769230769,1.31558702896054,-0.778983192896237,2.43860082304527,"Medium","Low",16,"Medium",TRUE,TRUE,TRUE,FALSE
28,0.345530267084982,10,3.6,0.966091783079296,0.0935219529582821,2.10204081632653,"Medium","Low",16,"Medium",TRUE,FALSE,FALSE,FALSE
20,0.369420898254838,7,3,1,0,1.16666666666667,"Medium","Low",4,"Low",TRUE,TRUE,TRUE,FALSE
29,0.333051247659236,10,3,1.15470053837925,0,2.5,"Medium","Low",4,"Low",TRUE,TRUE,TRUE,FALSE
25,0.174385121863041,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
36,0.353008379474513,13,3.69230769230769,1.60128153805087,-0.61725,1.846075,"Medium","Low",16,"Medium",TRUE,FALSE,TRUE,FALSE
35,0.367249812817713,13,3.69230769230769,0.630425171956115,0.270387367161695,2.3636836628512,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
28,0.273158435260238,8,3.625,0.744023809142845,0.660484013904914,2.26118626430801,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
24,0.340970044134447,8,4.25,0.707106781186548,-0.323969548293623,2.22448979591837,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
20,0.183160681997071,4,4.25,0.957427107756338,-0.493382200218159,1.62809917355372,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
33,0.148614660741019,5,2.8,1.30384048104053,-0.36317347441943,1.6280276816609,"Medium","Low",4,"Low",TRUE,TRUE,FALSE,FALSE
37,0.30994400139968,11,3.81818181818182,0.873862897505303,0.350707323593559,1.52721088435374,"Medium","Low",16,"Medium",TRUE,FALSE,FALSE,FALSE
33,0.331180657747672,11,4.18181818181818,0.750757193529548,-0.282677702032681,1.97346514047867,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
35,0.1,4,3.75,0.5,-1.15470053837925,2.33333333333333,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
34,0.339718219422156,12,4.33333333333333,0.778498944161523,-0.62609903369994,2.04,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
23,0.282619929424707,7,3.71428571428571,0.755928946018454,0.459279326771845,2.10416666666667,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
24,0.183360702542441,4,3.5,0.577350269189626,0,1,"Medium","Low",16,"Medium",TRUE,FALSE,FALSE,FALSE
30,0.291901486768661,9,3.77777777777778,0.833333333333333,0.412950360212944,1.7304,"Medium","Low",16,"Medium",TRUE,FALSE,FALSE,FALSE
29,0.171007567746153,5,3.6,1.14017542509914,-0.27154541788364,1.95562130177515,"Medium","Low",28,"Medium",TRUE,TRUE,TRUE,FALSE
21,0.37310067014268,8,4.625,0.517549169506766,-0.516397779494322,1.26666666666667,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
33,0.350872146100925,12,4.33333333333333,0.492365963917331,0.707106781186549,1.5,"Medium","Low",40,"High",TRUE,FALSE,FALSE,FALSE
26,0.334508483929044,9,3.55555555555556,1.23603308118261,-0.766237208084639,3.11851239669421,"Medium","Low",16,"Medium",TRUE,TRUE,TRUE,FALSE
35,0.367750829892802,13,4.69230769230769,0.480384461415261,-0.833333333333334,1.69444444444445,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
36,0.357815000602768,13,3,0.912870929175277,0.684105255059483,2.86,"Medium","Low",4,"Low",TRUE,FALSE,FALSE,FALSE
27,0.383487268166581,10,3.9,0.875595035770913,0.188430030916857,1.47385003150599,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
35,0.203617691117585,7,3.71428571428571,1.11269728052837,-0.192011606385657,1.85650887573964,"Medium","Low",28,"Medium",TRUE,TRUE,FALSE,FALSE
37,0.3877984492198,14,3.78571428571429,1.18831305306637,-0.431065510550975,1.75095762237127,"Medium","Low",16,"Medium",TRUE,TRUE,TRUE,FALSE
31,0.327935423545391,10,3.6,1.17378779077727,-0.0347623165213116,1.63059313215401,"Medium","Low",4,"Medium",TRUE,TRUE,FALSE,FALSE
30,0.374171150532636,11,3.90909090909091,0.943879807448539,-0.568983882237572,2.61911703456893,"Medium","Low",28,"Medium",TRUE,FALSE,TRUE,FALSE
23,0.288417393609533,7,4.14285714285714,1.0690449676497,-1.17274273429143,3.38020833333334,"Medium","Low",16,"High",TRUE,TRUE,FALSE,FALSE
34,0.113715704731823,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
35,0.170182157391107,6,3.16666666666667,1.47196014438797,0.519037658588688,1.4392899408284,"Medium","Low",16,"Low",TRUE,TRUE,FALSE,FALSE
27,0.355090088895834,10,3,1.24721912892465,-0.724417932624443,1.93877551020408,"Medium","Low",4,"Low",TRUE,TRUE,FALSE,FALSE
29,0.35278954301582,10,4.1,0.737864787372622,-0.139941690962098,2.03956684714702,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
31,0.282702164125393,9,3.77777777777778,0.97182531580755,-0.413737242709038,2.39532871972318,"Medium","Low",28,"Medium",TRUE,TRUE,TRUE,FALSE
31,0.312774843292392,10,4.7,0.483045891539648,-0.872871560943971,1.76190476190476,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
23,0.356121161838108,8,4.125,0.353553390593274,2.26778683805536,6.14285714285714,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
39,0.28336795001789,11,4.27272727272727,0.786245393106896,-0.492204650809028,1.91955017301038,"Medium","Low",16,"High",TRUE,TRUE,FALSE,FALSE
20,0.274301637797407,5,4.2,0.447213595499958,1.5,3.25,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
31,0.156033745236044,5,4.2,0.447213595499958,1.5,3.25,"Medium","Low",16,"High",TRUE,FALSE,FALSE,FALSE
24,0.26629165376548,6,3.83333333333333,0.752772652709081,0.228268823563607,2.10726643598616,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
27,0.319924130905946,9,3.55555555555556,0.881917103688197,-0.17658332054928,2.47576530612245,"Medium","Low",16,"Medium",TRUE,FALSE,FALSE,FALSE
29,0.329741601503079,10,3.9,1.28668393770792,-1.12823080597656,3.50871582361155,"Medium","Low",28,"Medium",TRUE,TRUE,FALSE,FALSE
20,0.328710658286627,7,3,1.15470053837925,-0.701560760020114,2.1875,"Medium","Low",4,"Low",TRUE,TRUE,FALSE,FALSE
30,0.22941512868795,7,4.71428571428571,0.487950036474267,-0.948683298050515,1.9,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
31,0.393912281073954,12,4.75,0.452267016866645,-1.15470053837925,2.33333333333333,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
29,0.354299093671844,10,4.2,1.03279555898864,-1.04613624431365,2.98958333333333,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
34,0.381536413326309,13,2.92307692307692,1.60527975036225,0.254588203693142,1.59927972079899,"Medium","Low",4,"Low",TRUE,FALSE,TRUE,FALSE
30,0.355790724479317,11,3.72727272727273,1.27207775634268,-0.995445456621469,3.04159828304507,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
38,0.310181821017712,12,3.5,1.31425748134554,-0.501928051098332,2.15235457063712,"Medium","Low",16,"Medium",TRUE,TRUE,TRUE,FALSE
24,0.39225635396418,9,4.77777777777778,0.440958551844098,-1.33630620956212,2.78571428571428,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
34,0.345354091908861,12,2.75,1.13818036595899,0.120745123089769,2.80609418282548,"Medium","Low",4,"Low",TRUE,TRUE,TRUE,FALSE
27,0.326305263433729,9,2.77777777777778,0.666666666666667,0.209922325664757,2.37890625,"Medium","Low",4,"Low",TRUE,FALSE,TRUE,FALSE
39,0.207547517975084,8,2.625,1.06066017177982,0.0359966164770693,1.88586545729403,"Medium","Low",4,"Low",TRUE,TRUE,TRUE,FALSE
30,0.290719873127445,9,4.33333333333333,0.707106781186548,-0.499999999999999,2.25,"Medium","Low",40,"High",TRUE,FALSE,FALSE,FALSE
32,0.229730727203473,7,4.71428571428571,0.487950036474267,-0.948683298050515,1.9,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
26,0.281362468073909,7,3.85714285714286,0.899735410842437,0.272380105814573,1.49307958477509,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
25,0.33510107637784,8,3,1.19522860933439,0,2.72,"Medium","Low",4,"Low",TRUE,TRUE,TRUE,FALSE
38,0.301651532284837,11,4.09090909090909,1.04446593573419,-0.734861097986098,2.34416666666667,"Medium","Low",28,"High",TRUE,TRUE,TRUE,FALSE
21,0.258094735977601,5,4.2,0.447213595499958,1.5,3.25,"Medium","Low",40,"High",TRUE,FALSE,FALSE,FALSE
25,0.252171486252154,6,4.66666666666667,0.516397779494322,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
37,0.195429927626758,7,4.71428571428571,0.487950036474267,-0.948683298050515,1.9,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
37,0.1,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
38,0.303239371577061,12,4.66666666666667,0.492365963917331,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
20,0.266451178465014,5,3,2,0,1.25,"Medium","Low",4,"Low",TRUE,FALSE,TRUE,FALSE
33,0.371455630555632,12,2.58333333333333,1.08362466945083,0.00103641203729315,1.81298647242456,"Medium","Low",4,"Low",TRUE,TRUE,TRUE,FALSE
32,0.152546248528567,5,2.6,1.51657508881031,-0.211547154483114,1.2296786389414,"Medium","Low",4,"Low",TRUE,TRUE,FALSE,FALSE
38,0.1,4,3.5,1.29099444873581,0,1.64,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
36,0.346079508786967,12,2.91666666666667,1.24011240937215,-0.137606521046675,2.15421388531631,"Medium","Low",4,"Low",TRUE,TRUE,TRUE,FALSE
34,0.385317472803338,13,4.30769230769231,0.751067616198811,-0.537847261715289,2.06301652892562,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
31,0.177966287124083,6,4.66666666666667,0.516397779494322,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
39,0.266300021014952,10,3.9,0.994428926011753,-0.514515824901963,2.3654841560409,"Medium","Low",28,"Medium",TRUE,TRUE,TRUE,FALSE
22,0.166069049419786,4,3,1.4142135623731,0.816496580927726,2,"Medium","Low",16,"Low",TRUE,TRUE,FALSE,FALSE
34,0.385565948684292,13,4.61538461538461,0.506369683541833,-0.474341649025254,1.225,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
24,0.300613063851193,7,3,1.4142135623731,0.763762615825973,1.75,"Medium","Low",16,"Low",TRUE,TRUE,FALSE,FALSE
31,0.234490564864961,7,3.57142857142857,1.2724180205607,-0.171201617672706,1.53546712802768,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
24,0.399903943272124,10,3.9,1.28668393770792,-1.12823080597656,3.50871582361155,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
20,0.397225402463369,8,3.75,1.03509833901353,-0.309838667696593,2.12,"Medium","Low",28,"Medium",TRUE,TRUE,TRUE,FALSE
34,0.140281599965643,5,2.6,1.14017542509914,-0.27154541788364,1.95562130177515,"Medium","Low",4,"Low",TRUE,TRUE,FALSE,FALSE
33,0.300204586807331,10,4.1,0.875595035770913,-0.188430030916855,1.47385003150599,"Medium","Low",16,"High",TRUE,TRUE,FALSE,FALSE
24,0.19162724932256,5,3.8,0.836660026534076,0.343621596744546,1.8469387755102,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
21,0.30408609113951,6,4.66666666666667,0.516397779494322,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
38,0.332177157010001,13,4.76923076923077,0.438529009653515,-1.27801930084539,2.63333333333333,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
25,0.203257055868973,5,2.6,0.894427190999916,0.84375,2.078125,"Medium","Low",4,"Low",TRUE,FALSE,FALSE,FALSE
21,0.350233107174534,7,4.14285714285714,0.899735410842437,-0.272380105814574,1.49307958477509,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
36,0.1,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Medium","Low",28,"Very High",TRUE,TRUE,FALSE,FALSE
26,0.24631615043967,6,3.66666666666667,0.816496580927726,0.626099033699942,2.04,"Medium","Low",16,"Medium",TRUE,FALSE,FALSE,FALSE
26,0.356000607190084,9,4.22222222222222,0.833333333333333,-0.412950360212944,1.7304,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
32,0.305859403649176,10,3.7,0.948683298050514,-0.197530864197531,2.2583447645176,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
30,0.323351695769548,10,4.3,0.674948557710553,-0.365675149787955,2.29446757882213,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
31,0.366280997452246,11,4.36363636363636,0.80903983495589,-0.726748636219506,2.04166666666667,"Medium","Low",28,"High",TRUE,TRUE,TRUE,FALSE
34,0.168121228182833,6,4.33333333333333,0.516397779494322,0.707106781186549,1.5,"Medium","Low",40,"High",TRUE,FALSE,FALSE,FALSE
27,0.312119389238732,8,4.75,0.462910049886276,-1.15470053837925,2.33333333333333,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
22,0.342462905718246,8,4.75,0.462910049886276,-1.15470053837925,2.33333333333333,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
20,0.377320213135778,8,4.75,0.462910049886276,-1.15470053837925,2.33333333333333,"Medium","Low",28,"Very High",TRUE,FALSE,FALSE,FALSE
22,0.285591936527948,6,3.66666666666667,1.211060141639,-0.0548202444686839,1.61157024793388,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
22,0.289889929651278,6,3.83333333333333,0.983192080250175,0.332970951214024,1.32342449464923,"Medium","Low",28,"Medium",TRUE,TRUE,FALSE,FALSE
33,0.219944444641309,7,3.57142857142857,0.975900072948533,-0.213453742061366,2.2675,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
29,0.372692250072541,11,3.90909090909091,0.700649049745371,0.10584214937952,2.2283950617284,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
30,0.275951885513131,8,4.25,0.886405260427918,-0.493382200218159,1.62809917355372,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
29,0.270061118229394,8,2.75,1.28173988892331,0.489555580829654,2.32325141776938,"Medium","Low",4,"Low",TRUE,TRUE,FALSE,FALSE
35,0.358430664446642,13,4.23076923076923,0.832050294337844,-0.438358537718049,1.69444444444444,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
22,0.394512455257556,9,4.77777777777778,0.440958551844098,-1.33630620956212,2.78571428571428,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
31,0.398941990928854,12,2.58333333333333,0.90033663737852,-0.648707288911016,2.57184033540047,"Medium","Low",4,"Low",TRUE,FALSE,FALSE,FALSE
23,0.368397967842516,8,4.625,0.517549169506766,-0.516397779494322,1.26666666666667,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
30,0.336028763441472,10,4.2,0.632455532033676,-0.111111111111112,2.55555555555556,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
25,0.315409671822221,8,4.25,0.462910049886276,1.15470053837925,2.33333333333333,"Medium","Low",40,"High",TRUE,FALSE,FALSE,FALSE
29,0.377986432828679,11,2.81818181818182,0.873862897505303,0.350707323593559,1.52721088435374,"Medium","Low",4,"Low",TRUE,FALSE,TRUE,FALSE
33,0.384615828187887,13,4.76923076923077,0.438529009653515,-1.27801930084539,2.63333333333333,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
25,0.315507105234397,8,3.625,1.30247018062932,-0.0842382225922547,1.41795013850416,"Medium","Low",28,"Medium",TRUE,TRUE,FALSE,FALSE
22,0.237527505805993,5,4.2,0.447213595499958,1.5,3.25,"Medium","Low",40,"High",TRUE,FALSE,FALSE,FALSE
21,0.30139121248651,6,4.66666666666667,0.516397779494322,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
35,0.266912731214483,9,4.66666666666667,0.5,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
29,0.323177893915967,9,3.77777777777778,0.97182531580755,-0.413737242709038,2.39532871972318,"Medium","Low",16,"Medium",TRUE,TRUE,TRUE,FALSE
32,0.186453156284653,6,4.16666666666667,0.752772652709081,-0.228268823563609,2.10726643598616,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
38,0.1,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
29,0.352628043425768,10,3.7,1.33749350984926,-0.599159712569354,2.52833609814436,"Medium","Low",16,"Medium",TRUE,TRUE,TRUE,FALSE
24,0.347507730002762,8,3.875,0.83452296039628,0.221715905268582,1.67061143984221,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
31,0.333022844537303,10,4.2,0.632455532033676,-0.111111111111112,2.55555555555556,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
21,0.292226845657722,6,3.66666666666667,1.03279555898864,0.707106781186548,1.5,"Medium","Low",28,"Medium",TRUE,TRUE,FALSE,FALSE
34,0.238359393897935,8,3.75,1.28173988892331,-0.380765451756397,1.59735349716446,"Medium","Low",16,"Medium",TRUE,TRUE,TRUE,FALSE
31,0.322216256680244,10,4.1,0.994428926011753,-0.914694799825712,2.97146824895846,"Medium","Low",28,"High",TRUE,TRUE,TRUE,FALSE
25,0.309254339067367,8,4.25,0.707106781186548,-0.323969548293623,2.22448979591837,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
28,0.333689232424279,9,4.22222222222222,0.666666666666667,-0.209922325664757,2.37890625,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
30,0.376813075769507,11,4.27272727272727,0.646669790682863,-0.250010273480042,2.37523629489603,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
35,0.378957543120151,13,3,1.29099444873581,0.241867732448956,1.82,"Medium","Low",4,"Low",TRUE,TRUE,TRUE,FALSE
28,0.190322215087253,5,3.6,1.51657508881031,-1.17312512940636,2.93100189035917,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
30,0.13936029762974,4,4.75,0.5,-1.15470053837925,2.33333333333333,"Medium","Low",28,"Very High",TRUE,TRUE,FALSE,FALSE
27,0.292167978973124,8,3.875,0.83452296039628,0.221715905268582,1.67061143984221,"Medium","Low",16,"Medium",TRUE,FALSE,FALSE,FALSE
28,0.149932414920789,4,2.75,1.25830573921179,-0.652023664684754,2.09695290858726,"Medium","Low",16,"Low",TRUE,TRUE,FALSE,FALSE
39,0.288482362949692,11,4.72727272727273,0.467099366496914,-1.02062072615966,2.04166666666667,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
24,0.300645302168713,7,2.85714285714286,1.4638501094228,0.260009496502733,1.60962962962963,"Medium","Low",4,"Low",TRUE,TRUE,TRUE,FALSE
23,0.392706628037245,9,4.66666666666667,0.5,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
27,0.210994292362681,6,4.16666666666667,0.983192080250175,-0.332970951214025,1.32342449464923,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
34,0.362536365145258,12,3.91666666666667,0.668557923421521,0.07502411819234,2.41913243320885,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
21,0.388180089382212,8,3.875,0.83452296039628,0.221715905268582,1.67061143984221,"Medium","Low",16,"Medium",TRUE,FALSE,FALSE,FALSE
23,0.301690313854372,7,4.71428571428571,0.487950036474267,-0.948683298050515,1.9,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
29,0.369377168558977,11,4.72727272727273,0.467099366496914,-1.02062072615966,2.04166666666667,"Medium","Low",40,"Very High",TRUE,FALSE,FALSE,FALSE
36,0.277187836695036,10,3.6,1.17378779077727,-0.0347623165213116,1.63059313215401,"Medium","Low",28,"Medium",TRUE,TRUE,FALSE,FALSE
32,0.234963001789094,8,4.25,0.886405260427918,-0.493382200218159,1.62809917355372,"Medium","Low",16,"High",TRUE,TRUE,FALSE,FALSE
22,0.29237402665399,6,3.5,1.51657508881031,-0.565290092750568,2.24007561436673,"Medium","Low",4,"Medium",TRUE,TRUE,TRUE,FALSE
27,0.321984055455561,9,3.55555555555556,0.726483157256779,-1.23800558231371,3.17036011080332,"Medium","Low",28,"Medium",TRUE,FALSE,FALSE,FALSE
28,0.364962647273738,10,4.1,0.875595035770913,-0.188430030916855,1.47385003150599,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
36,0.348180218778598,13,4.07692307692308,0.954073587443029,-0.751717385741822,2.71602856576076,"Medium","Low",28,"High",TRUE,TRUE,TRUE,FALSE
37,0.185482317132563,7,3.14285714285714,1.57359158493889,0.0282859810295458,1.54844674556213,"Medium","Low",16,"Low",TRUE,TRUE,TRUE,FALSE
30,0.380840639108949,11,4.63636363636364,0.504524979109513,-0.566946709513843,1.32142857142857,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
39,0.208341072649755,8,3.5,1.0690449676497,0.375,1.9375,"Medium","Low",16,"Medium",TRUE,TRUE,FALSE,FALSE
30,0.308986358376452,9,4.33333333333333,0.866025403784439,-0.680413817439771,1.83333333333333,"Medium","Low",28,"High",TRUE,TRUE,FALSE,FALSE
36,0.387438243813839,14,4.64285714285714,0.497245158098847,-0.596284793999946,1.35555555555556,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
35,0.38195050072974,13,4.07692307692308,0.75955452531275,-0.119463822717471,1.88222222222222,"Medium","Low",28,"High",TRUE,FALSE,FALSE,FALSE
23,0.322415501491139,7,3.85714285714286,1.21498579258791,-0.319548706645641,1.61446409989594,"Medium","Low",28,"Medium",TRUE,TRUE,TRUE,FALSE
33,0.339262422173663,11,4.63636363636364,0.674199862463242,-1.54432121011142,4.06640000000001,"Medium","Low",28,"Very High",TRUE,FALSE,FALSE,FALSE
34,0.28719491434641,10,4.7,0.483045891539648,-0.872871560943971,1.76190476190476,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
26,0.351329904097809,9,4.66666666666667,0.5,-0.707106781186549,1.5,"Medium","Low",40,"Very High",TRUE,TRUE,FALSE,FALSE
